action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,pIC50
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25709679,[],CHEMBL5387885,Inhibition of human full length recombinant DYRK1A assessed as remaining activity using RRRFRPASPLRGPP as substrate by [gamma-32P]ATP binding based scintillation counting based analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Fc1cccc(/C=N/c2cnc3[nH]cc(-c4cncc(F)c4)c3c2)c1,,,CHEMBL5385882,Eur J Med Chem,2023,"{'bei': '18.50', 'le': '0.34', 'lle': '1.54', 'sei': '11.47'}",CHEMBL5416749,,CHEMBL5416749,6.18,0,http://www.openphacts.org/units/Nanomolar,4007789,=,1,1,=,,IC50,nM,,653.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,653.0,6.185
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24396916,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '100.0'}]",CHEMBL5042806,Inhibition of DYRK1A (unknown origin) using Ulight-MBP as substrate and ATP as co-substrate incubated for 40 mins and measured after 1 hr by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccnc(C)c2)cc1,,,CHEMBL5042474,J Med Chem,2021,"{'bei': '30.99', 'le': '0.56', 'lle': '3.10', 'sei': '27.91'}",CHEMBL5094650,,CHEMBL5094650,6.17,0,http://www.openphacts.org/units/Nanomolar,3780244,=,1,1,=,,IC50,nM,,670.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,670.0,6.174
,,16836180,[],CHEMBL3875856,Inhibition of GST-tagged human recombinant DYRK1A expressed in Escherichia coli using RS peptide as substrate incubated for 30 mins in presence of [gamma-33 P] ATP by liquid scintillation counting analysis,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc2c(c1)[nH]c1c3ccncc3cc(CN(C)C)c21,,,CHEMBL3875174,Eur J Med Chem,2016,"{'bei': '20.22', 'le': '0.37', 'lle': '2.23', 'sei': '15.00'}",CHEMBL3884845,,CHEMBL3884845,6.17,0,http://www.openphacts.org/units/Nanomolar,2815199,=,1,1,=,,IC50,nM,,670.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.67,6.174
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151893,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.5', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.5'}]",CHEMBL4810626,Displacement of Kinase tracer 236 from biotinylated DYRK1A (unknown origin) expressed in Escherichia coli BL21 (DE3) incubated for 1.5 hrs by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CN(C)c1cc(-c2cnn3ncccc23)ccn1,,,CHEMBL4808225,J Med Chem,2021,"{'bei': '25.79', 'le': '0.47', 'lle': '4.31', 'sei': '13.32'}",CHEMBL4852454,,CHEMBL4852454,6.17,0,http://www.openphacts.org/units/Nanomolar,3598803,=,1,1,=,,IC50,nM,,676.08,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,pIC50,,UO_0000065,,6.17,6.170
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25709657,[],CHEMBL5387885,Inhibition of human full length recombinant DYRK1A assessed as remaining activity using RRRFRPASPLRGPP as substrate by [gamma-32P]ATP binding based scintillation counting based analysis,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1cccc(CNc2cnc3[nH]cc(-c4cccnc4)c3c2)c1,,,CHEMBL5385882,Eur J Med Chem,2023,"{'bei': '16.73', 'le': '0.31', 'lle': '0.90', 'sei': '11.50'}",CHEMBL5426335,,CHEMBL5426335,6.16,0,http://www.openphacts.org/units/Nanomolar,4007767,=,1,1,=,,IC50,nM,,689.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,689.0,6.162
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151868,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.5', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.5'}]",CHEMBL4810626,Displacement of Kinase tracer 236 from biotinylated DYRK1A (unknown origin) expressed in Escherichia coli BL21 (DE3) incubated for 1.5 hrs by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CN(C)c1nccc(-c2cnc3ccccn23)n1,,,CHEMBL4808225,J Med Chem,2021,"{'bei': '25.74', 'le': '0.47', 'lle': '4.30', 'sei': '13.30'}",CHEMBL4874991,,CHEMBL4874991,6.16,0,http://www.openphacts.org/units/Nanomolar,3598778,=,1,1,=,,IC50,nM,,691.83,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,pIC50,,UO_0000065,,6.16,6.160
,,16506392,[],CHEMBL3778243,Inhibition of recombinant human N-terminal His6-tagged DYRK1A catalytic domain expressed in Escherichia coli BL21(DE3) cells using KKISGRLSPIMTEQ-NH2 as substrate incubated for 15 mins in presence of [gamma-32P]ATP,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1NC(=S)N/C1=C\c1ccc2ncsc2c1,,,CHEMBL3774321,Eur J Med Chem,2016,"{'bei': '23.55', 'le': '0.49', 'lle': '4.51', 'sei': '11.39'}",CHEMBL3775754,,CHEMBL3775754,6.16,0,http://www.openphacts.org/units/Nanomolar,2763599,=,1,1,=,,IC50,nM,,700.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.7,6.155
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22422644,[],CHEMBL4673836,Inhibition of DYRK1A (unknown origin) by [33P]-ATP filter binding kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)Nc1nc2ccc([N+](=O)[O-])cc2s1,,,CHEMBL4673203,J Med Chem,2016,"{'bei': '25.94', 'le': '0.53', 'lle': '3.99', 'sei': '7.23'}",CHEMBL1213041,,CHEMBL1213041,6.16,0,http://www.openphacts.org/units/Nanomolar,3513894,=,1,1,=,,IC50,nM,,700.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.7,6.155
,,14540636,[],CHEMBL3227388,Inhibition of DYRK1A (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2[nH]c(-c3cccc(O)c3)c(-c3ccncc3)c2n1,,,CHEMBL3217515,Medchemcomm,2011,"{'bei': '19.39', 'le': '0.35', 'lle': '2.14', 'sei': '8.67'}",CHEMBL3219059,,CHEMBL3219059,6.16,0,http://www.openphacts.org/units/Nanomolar,2073728,=,1,1,=,,IC50,nM,,700.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.7,6.155
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24773890,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5127377,Inhibition of GST-fused human recombinant DYRK1A expressed in Escherichia coli using GRSRSRSRSRSR peptide as substrate incubated for 30 mins in presence of ATP by scintillation counting method,B,,,BAO_0000190,BAO_0000019,assay format,O=C1NC(Nc2ccc(N3CCCCC3)cc2)=N/C1=C\c1ccc2c(c1)OCO2,,,CHEMBL5126517,J Med Chem,2022,"{'bei': '15.76', 'le': '0.29', 'lle': '2.81', 'sei': '8.19'}",CHEMBL5193292,,CHEMBL5193292,6.16,0,http://www.openphacts.org/units/Nanomolar,3865968,=,1,1,=,,IC50,nM,,700.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.7,6.155
,,12602755,[],CHEMBL3072655,Inhibition of Homo sapiens (human) recombinant GST-tagged DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ and [gamma33P]ATP as substrate after 30 min by scintillation counting,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)CC[C@H](O)Nc1nc(Nc2cccc(-c3ncccn3)c2)c2ncn(C(C)C)c2n1,,,CHEMBL3045291,Med Chem Res,2013,"{'bei': '13.77', 'le': '0.25', 'lle': '1.38', 'sei': '5.41'}",CHEMBL2295941,,CHEMBL2295941,6.15,0,http://www.openphacts.org/units/Nanomolar,1835806,=,1,1,=,,IC50,nM,,710.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.71,6.149
,,18193135,[],CHEMBL4041963,Inhibition of GST tagged recombinant human DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000019,assay format,CC[C@@H](CO)Nc1ccc2ncc(-c3cc4cc(Br)ccc4[nH]3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '15.36', 'le': '0.34', 'lle': '2.33', 'sei': '7.86'}",CHEMBL4082981,,CHEMBL4082981,6.15,0,http://www.openphacts.org/units/Nanomolar,3018131,=,1,1,=,,IC50,nM,,710.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.71,6.149
,,11009481,[],CHEMBL2089674,Inhibition of human recombinant DYRK1A expressed in Escherichia coli after 30 mins by liquid scintillation counter,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)n1cnc2c(NCc3ccc(-c4ccccn4)cc3)nc(NC[C@@H](O)CO)nc21,,,CHEMBL2086256,Eur J Med Chem,2012,"{'bei': '14.18', 'le': '0.26', 'lle': '3.30', 'sei': '5.08'}",CHEMBL2089032,,CHEMBL2089032,6.15,0,http://www.openphacts.org/units/Nanomolar,1676337,=,1,1,=,,IC50,nM,,710.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.71,6.149
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24773902,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5127377,Inhibition of GST-fused human recombinant DYRK1A expressed in Escherichia coli using GRSRSRSRSRSR peptide as substrate incubated for 30 mins in presence of ATP by scintillation counting method,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCOc1ccc(NC2=N/C(=C\c3ccc4c(c3)OCO4)C(=O)N2)cc1,,,CHEMBL5126517,J Med Chem,2022,"{'bei': '15.63', 'le': '0.29', 'lle': '2.23', 'sei': '7.57'}",CHEMBL5209464,,CHEMBL5209464,6.15,0,http://www.openphacts.org/units/Nanomolar,3865970,=,1,1,=,,IC50,nM,,710.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.71,6.149
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151864,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.5', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.5'}]",CHEMBL4810626,Displacement of Kinase tracer 236 from biotinylated DYRK1A (unknown origin) expressed in Escherichia coli BL21 (DE3) incubated for 1.5 hrs by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccnn2ncc(-c3ccnc(N(C)C)n3)c12,,,CHEMBL4808225,J Med Chem,2021,"{'bei': '24.14', 'le': '0.44', 'lle': '4.58', 'sei': '10.37'}",CHEMBL4877686,,CHEMBL4877686,6.14,0,http://www.openphacts.org/units/Nanomolar,3598774,=,1,1,=,,IC50,nM,,724.44,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,pIC50,,UO_0000065,,6.14,6.140
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151836,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.5', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.5'}]",CHEMBL4810626,Displacement of Kinase tracer 236 from biotinylated DYRK1A (unknown origin) expressed in Escherichia coli BL21 (DE3) incubated for 1.5 hrs by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCN(c1nccc(-c2cnn3ncccc23)n1)C(C)C,,,CHEMBL4808225,J Med Chem,2021,"{'bei': '20.65', 'le': '0.38', 'lle': '3.31', 'sei': '10.34'}",CHEMBL4870311,,CHEMBL4870311,6.12,0,http://www.openphacts.org/units/Nanomolar,3598746,=,1,1,=,,IC50,nM,,758.58,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,pIC50,,UO_0000065,,6.12,6.120
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25709642,[],CHEMBL5387885,Inhibition of human full length recombinant DYRK1A assessed as remaining activity using RRRFRPASPLRGPP as substrate by [gamma-32P]ATP binding based scintillation counting based analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Fc1cc(F)cc(CNc2cnc3[nH]cc(-c4ccc(C(F)(F)F)cc4)c3c2)c1,,,CHEMBL5385882,Eur J Med Chem,2023,"{'bei': '15.16', 'le': '0.29', 'lle': '-0.02', 'sei': '15.02'}",CHEMBL5397989,,CHEMBL5397989,6.12,0,http://www.openphacts.org/units/Nanomolar,4007752,=,1,1,=,,IC50,nM,,765.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,765.0,6.116
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25623768,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5363958,Inhibition of human DYRK1A using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NC(NC2CCCCCC2)=N/C1=C\c1ccc2nnsc2c1,,,CHEMBL5360622,J Med Chem,2023,"{'bei': '17.90', 'le': '0.35', 'lle': '3.28', 'sei': '7.71'}",CHEMBL5401764,,CHEMBL5401764,6.11,0,http://www.openphacts.org/units/Nanomolar,3991338,=,1,1,=,,IC50,nM,,774.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.774,6.111
,,13858025,[],CHEMBL3097668,Inhibition of DYRK1A (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ncc2cc(C(=O)Nc3cc(C(=O)Nc4ccccc4)ccc3Cl)c(=O)[nH]c2n1,,,CHEMBL3091386,Bioorg Med Chem Lett,2013,"{'bei': '13.58', 'le': '0.26', 'lle': '2.63', 'sei': '4.84'}",CHEMBL3094446,,CHEMBL3094446,6.11,0,http://www.openphacts.org/units/Nanomolar,1954781,=,1,1,=,,IC50,nM,,780.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.78,6.108
,,12633863,[],CHEMBL2320633,Inhibition of recombinant GST-fused human DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)[C@H](CO)Nc1nc(Nc2ccncc2)c2ncn(C(C)C)c2n1,,,CHEMBL2311464,Bioorg Med Chem Lett,2013,"{'bei': '17.18', 'le': '0.32', 'lle': '3.14', 'sei': '6.06'}",CHEMBL2314464,,CHEMBL2314464,6.11,0,http://www.openphacts.org/units/Nanomolar,1844548,=,1,1,=,,IC50,nM,,780.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.78,6.108
,,11009484,[],CHEMBL2089674,Inhibition of human recombinant DYRK1A expressed in Escherichia coli after 30 mins by liquid scintillation counter,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)n1cnc2c(NCc3ccc(-c4ccccn4)cc3)nc(NCC[C@H](O)CO)nc21,,,CHEMBL2086256,Eur J Med Chem,2012,"{'bei': '13.64', 'le': '0.25', 'lle': '2.86', 'sei': '5.04'}",CHEMBL2089035,,CHEMBL2089035,6.10,0,http://www.openphacts.org/units/Nanomolar,1676340,=,1,1,=,,IC50,nM,,790.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.79,6.102
,,18152998,[],CHEMBL4034241,Inhibition of full-length recombinant human GST-tagged Dyrk1a expressed in baculovirus expression system using Alexa-Fluor tracer-236 incubated for 60 mins by TR-FRET based Lantha-screen Eu kinase assay,B,,,BAO_0000190,BAO_0000019,assay format,N#Cc1cccc2c(-c3ccnc(N)c3)c[nH]c12,,,CHEMBL4033637,Bioorg Med Chem Lett,2017,"{'bei': '26.05', 'le': '0.46', 'lle': '3.42', 'sei': '7.77'}",CHEMBL4066075,,CHEMBL4066075,6.10,0,http://www.openphacts.org/units/Nanomolar,3011472,=,1,1,=,,IC50,nM,,790.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.79,6.102
,,13858014,[],CHEMBL3097668,Inhibition of DYRK1A (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CCCCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,,,CHEMBL3091386,Bioorg Med Chem Lett,2013,"{'bei': '11.40', 'le': '0.22', 'lle': '2.27', 'sei': '4.01'}",CHEMBL3094457,,CHEMBL3094457,6.10,0,http://www.openphacts.org/units/Nanomolar,1954792,=,1,1,=,,IC50,nM,,797.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.797,6.099
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22422631,[],CHEMBL4673836,Inhibition of DYRK1A (unknown origin) by [33P]-ATP filter binding kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)Nc1nc2cc(O)ccc2s1,,,CHEMBL4673203,J Med Chem,2016,"{'bei': '29.28', 'le': '0.59', 'lle': '4.14', 'sei': '9.80'}",CHEMBL4747967,,CHEMBL4747967,6.10,0,http://www.openphacts.org/units/Nanomolar,3513881,=,1,1,=,,IC50,nM,,800.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.8,6.097
,,18410223,[],CHEMBL4151857,Inhibition of DYRK1A (unknown origin) using DYRKtide as substrate by ATP regenerative NADH consuming assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(N2CCN(C)CC2)ccc1Nc1nc(N)c(C(=O)c2ccccc2)s1,,,CHEMBL4145687,J Med Chem,2018,"{'bei': '14.40', 'le': '0.28', 'lle': '2.64', 'sei': '7.28'}",CHEMBL4171089,,CHEMBL4171089,6.10,0,http://www.openphacts.org/units/Nanomolar,3055610,=,1,1,=,,IC50,nM,,800.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,800.0,6.097
,,12602753,[],CHEMBL3072655,Inhibition of Homo sapiens (human) recombinant GST-tagged DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ and [gamma33P]ATP as substrate after 30 min by scintillation counting,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)C[C@H](O)Nc1nc(Nc2ccc(-c3ncccn3)cc2)c2ncn(C(C)C)c2n1,,,CHEMBL3045291,Med Chem Res,2013,"{'bei': '14.10', 'le': '0.26', 'lle': '1.72', 'sei': '5.36'}",CHEMBL2295950,,CHEMBL2295950,6.10,0,http://www.openphacts.org/units/Nanomolar,1835815,=,1,1,=,,IC50,nM,,800.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.8,6.097
,,12633864,[],CHEMBL2320633,Inhibition of recombinant GST-fused human DYRK1A expressed in Escherichia coli using KKISGRLSPIMTEQ as substrate,B,,,BAO_0000190,BAO_0000019,assay format,CC[C@@H](CO)Nc1nc(Nc2ccncc2)c2ncn(C(C)C)c2n1,,,CHEMBL2311464,Bioorg Med Chem Lett,2013,"{'bei': '17.86', 'le': '0.33', 'lle': '3.37', 'sei': '6.05'}",CHEMBL2314467,,CHEMBL2314467,6.10,0,http://www.openphacts.org/units/Nanomolar,1844551,=,1,1,=,,IC50,nM,,800.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.8,6.097
,,15654874,[],CHEMBL3599390,Inhibition of Dyrk1A (unknown origin) using Woodtide as substrate after 30 mins by P81 membrane assay in presence of [33P]-g-ATP,B,,,BAO_0000190,BAO_0000019,assay format,Nc1nccc(-c2cn(C(=O)c3ccccc3)c3ccc(Br)cc23)n1,,,CHEMBL3596148,Bioorg Med Chem Lett,2015,"{'bei': '15.46', 'le': '0.33', 'lle': '1.95', 'sei': '8.24'}",CHEMBL3133768,,CHEMBL3133768,6.08,0,http://www.openphacts.org/units/Nanomolar,2491439,=,1,1,=,,IC50,nM,,830.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.83,6.081
